agency_name,route_long_name,route_short_name,origin_stop,destiny_stop,time_of_journey
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Dr. Galvez,La Paz,00:01:20
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Dr. Galvez,Rey Cuauhtémoc,00:00:56
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Eje 10 Río de la Magdalena,Clinicas,00:03:28
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Eje 10 Sur Av. San Jerónimo,Crater,00:01:58
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Empresa,Irineo Paz,00:01:18
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Farallon,CaNada,00:02:15
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Fernando Villalpando,Juventino Rosas,00:02:11
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Fuego,Iglesia,00:00:40
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Giotto,Tiziano,00:00:35
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Gobernador José María Tornel,Gobernador Vicente Eguia,00:02:18
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Gobernador Vicente Eguia,Progreso,00:00:55
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Goya,Empresa,00:00:04
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Grieta y Farallon,Del Risco,00:01:13
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Halacho,Tenozique,00:00:47
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Halacho,tizimin,00:00:43
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Hocaba,Con Kal,00:00:46
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Hocaba,Tekal,00:00:40
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Holbein,Tintoreto,00:01:43
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Homun,Piste,00:00:49
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Homun,Tenozique,00:00:46
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Hopelchen 2,Homun,00:00:24
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Huehuetan,Blvd. Picacho Ajusco,00:01:31
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Huehuetan,Cancun,00:01:14
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Héroes de Padierna,11 de Abril,00:01:31
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,INEGI,Holbein,00:00:35
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Iglesia,Av. Pleuderon,00:00:40
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Irineo Paz,INEGI,00:00:54
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Izamal,Izmal,00:00:55
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Izmal,Halacho,00:01:13
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Izmal,Hopelchen 2,00:00:31
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Izmal,yucalpeten,00:00:38
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,José Martí,Benjamín Franklin,00:02:03
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,José Martí,José María Vigil,00:01:10
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,José María Velazco,Diego Becerra,00:01:20
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,José María Vigil,Héroes de Padierna,00:01:31
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,José Vasconcelos,Gobernador José María Tornel,00:04:03
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Juan Escutia,Veracruz,00:02:17
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Juan Pablo II,Barranca del Muerto,00:00:47
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Juan Tinoco,Barranca del Muerto,00:00:55
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Juventino Rosas,Juan Pablo II,00:01:38
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,La Paz,Av. Altavista,00:01:26
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Lava,Lluvia,00:01:02
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Lava,Risco,00:01:04
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Lluvia,Agua,00:01:40
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Lluvia,Lava,00:01:03
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,María Luisa,Camino al Desierto de los Leones,00:01:24
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,María Luisa (ISSSTE),Fernando Villalpando,00:01:11
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Mazatlán,Alfonso Reyes,00:00:53
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Merced Gómez,Juan Tinoco,00:01:04
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Metro Mixcoac,Goya,00:00:55
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Metro San Antonio,Rembrandt,00:02:15
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Miguel Cabrera,Merced Gómez,00:01:30
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Murillo,Andrea del Sarto,00:01:14
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Periférico,Camino a Santa Teresa,00:01:24
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Periférico,Colegio de México,00:00:54
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Pico de Turquino,Chedraui,00:03:11
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Pico de Turquino,Colegio de México,00:03:04
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Piste,Becal,00:00:55
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Progreso,José Martí,00:01:35
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Puente de la Morena,11 de Abril,00:01:03
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Rembrandt,Murillo,00:01:14
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Rey Cuauhtémoc,Altamirano,00:01:19
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Rey Cuauhtémoc,Dr. Galvez,00:00:47
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Risco,Farallon,00:01:07
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Río Magdalena,Altamirano,00:00:45
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Sacalum,Tekax,00:00:39
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,San Jerónimo,Río Magdalena,00:01:06
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Seye,Chicoasen,00:00:21
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Seye,Sacalum,00:00:41
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Sinanche,Acanceh,00:00:48
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Sinanche,Six Flags,00:01:35
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Six Flags,Chedraui,00:00:55
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Six Flags,Sinanche,00:01:47
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Sofia,Tlacopac,00:02:00
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Sudsal,Tetiz,00:00:42
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Sudzal,Chicoasen,00:01:02
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Tekal,Sudzal,00:00:32
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Tekax,Becal,00:00:39
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Tekax,Seye,00:01:25
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Tenozique,Halacho,00:00:39
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Tenozique,Homun,00:00:36
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Tetiz,Conkal,00:00:56
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Tetiz,Hocaba,00:00:39
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Tintoreto,Calle 17,00:02:50
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Tinum,Tinum y Dzemul,00:00:53
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Tinum y Dzemul,Tixmehuac,00:00:54
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Tixmehuac,Tetiz,00:00:55
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Tixmehuac,Tinum,00:00:57
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Tiziano,Castañeda,00:01:28
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Tlacopac,María Luisa,00:01:30
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Valle,Colegio,00:00:26
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Valle y CCH,Camino a Santa Teresa,00:01:26
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Veracruz,Av. Sonora y Av. México,00:06:46
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Vicente Suarez,Juan Escutia,00:01:47
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,Yobain,Izamal,00:01:06
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,tizimin,Izmal,00:00:27
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,yucalpeten,Cancun,00:00:01
Red de Transporte de Pasajeros,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás,13-A,yucalpeten,Izmal,00:00:44
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,Av. Carlos Hank González - Celestes (Jacarandas),CaNada - Primavera,00:00:25
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,Av. Carlos Hank González - Cerrada de CaNada (Chiquihuite) ,Av. Carlos Hank González - Hacienda Corralejo,00:00:42
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,Av. Carlos Hank González - Cerrada de la CaNada,Av. Carlos Hank González - Temazcal,00:00:36
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,Av. Carlos Hank González - Hacienda Corralejo,Av. Carlos Hank González - Celestes (Jacarandas),00:00:25
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,Av. Carlos Hank González - Jarrito,Av. Carlos Hank González - Cerrada de la CaNada,00:00:38
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,Av. Carlos Hank González - Planeta,Av. Carlos Hank González - Jarrito,00:00:32
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,Av. Carlos Hank González - Temazcal,Av. Carlos Hank González - Cerrada de CaNada (Chiquihuite) ,00:00:40
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,Av. Carlos Hank González - Temazcal,Av. Carlos Hank González - Tulipan,00:00:45
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,Av. Carlos Hank González - Tulipan,C. C. Ampl. Santiago-Girasol y Gladiolas,00:00:34
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,C. C. Amp. Santiago-Girasol - Gladiolas,Tulipan - CaNada (Hank González),00:00:36
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,C. C. Metro Constitución de 1917 - Cetram Constitución de 1917 Anden B,Calz. Ermita Iztapalapa - Manto,00:04:16
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,CaNada - Cedro,CaNada - Encino (Caoba),00:00:18
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,CaNada - Cedro,CaNada - Gladiolas,00:00:17
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,CaNada - Encino (Alcanfor),CaNada - Cedro,00:00:20
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,CaNada - Encino (Caoba),CaNada - Fresno (Sauces),00:00:18
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,CaNada - Fresno (Sauces),Octavio Senties - Retama (Reforma),00:00:19
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,CaNada - Gladiolas,CaNada - Primavera,00:00:15
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,CaNada - Primavera,Av. Carlos Hank González - Planeta,00:00:16
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,CaNada - Primavera,CaNada - Quebracho (Iturbide),00:00:18
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,CaNada - Quebracho (Iturbide),CaNada - Cedro,00:00:21
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,Calz. Ermita Iztapalapa - Altamirano,Calz. Ermita Iztapalapa - Guadalupe Victoria,00:01:58
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,Calz. Ermita Iztapalapa - Calle 17,Calz. Ermita Iztapalapa - Calle 39,00:02:26
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,Calz. Ermita Iztapalapa - Calle 39,Calz. Ermita Iztapalapa - Calle 55,00:01:47
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,Calz. Ermita Iztapalapa - Calle 55,Calz. Ermita Iztapalapa - Calle 71,00:01:55
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,Calz. Ermita Iztapalapa - Calle 71,Calz. Ermita Iztapalapa - Profesor Mariles (2 de Abril),00:02:32
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,Calz. Ermita Iztapalapa - Camino a Minas,Calz. Ermita Iztapalapa - Primavera,00:03:17
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,Calz. Ermita Iztapalapa - Cuitlahuac,Calz. Ermita Iztapalapa - Matamoros,00:02:20
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,Calz. Ermita Iztapalapa - Eje 6 Sur,Calz. Ermita Iztapalapa - Primavera,00:02:06
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,Calz. Ermita Iztapalapa - Eje 6 Sur Av. de las Torres,Calz. Ermita Iztapalapa - Octavio Senties,00:01:30
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,Calz. Ermita Iztapalapa - El Llano,Calz. Ermita Iztapalapa - Tinacos,00:02:04
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,Calz. Ermita Iztapalapa - Enrique Camarillo,Calz. Ermita Iztapalapa - Manuel Acuña,00:01:00
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,Calz. Ermita Iztapalapa - Guadalupe Victoria,Calz. Ermita Iztapalapa - Cuitlahuac,00:01:44
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,Calz. Ermita Iztapalapa - Hotel Pegaso (Hidalgo),Calz. Ermita Iztapalapa - Altamirano,00:00:42
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,Calz. Ermita Iztapalapa - Jalisco,Calz. Ermita Iztapalapa - El Llano,00:01:32
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,Calz. Ermita Iztapalapa - Las Palmas (Quebradora),Calz. Ermita Iztapalapa - Jalisco,00:02:58
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,Calz. Ermita Iztapalapa - Manto,Calz. Ermita Iztapalapa - Enrique Camarillo,00:01:35
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,Calz. Ermita Iztapalapa - Manuel Acuña,Calz. Ermita Iztapalapa - Hotel Pegaso (Hidalgo),00:02:40
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,Calz. Ermita Iztapalapa - Matamoros,Calz. Ermita Iztapalapa - Pozos,00:01:04
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,Calz. Ermita Iztapalapa - Octavio Senties,Octavio Senties - Eje 5 Sur Av. de las Torres,00:01:53
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,Calz. Ermita Iztapalapa - Palmitas,Calz. Ermita Iztapalapa - Camino a Minas,00:02:24
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,Calz. Ermita Iztapalapa - Periférico,C. C. Metro Constitución de 1917 - Cetram Constitución de 1917 Anden B,00:04:38
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,Calz. Ermita Iztapalapa - Pozos,Calz. Ermita Iztapalapa - Zacapexco,00:01:40
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,Calz. Ermita Iztapalapa - Primavera,Calz. Ermita Iztapalapa - Eje 6 Sur Av. de las Torres,00:01:45
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,Calz. Ermita Iztapalapa - Primavera,Calz. Ermita Iztapalapa - San Miguel,00:01:45
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,Calz. Ermita Iztapalapa - Profesor Mariles (2 de Abril),Calz. Ermita Iztapalapa - Tulipan,00:02:18
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,Calz. Ermita Iztapalapa - San Miguel,Calz. Ermita Iztapalapa - Las Palmas (Quebradora),00:00:56
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,Calz. Ermita Iztapalapa - Tinacos,Calz. Ermita Iztapalapa - Calle 17,00:01:42
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,Calz. Ermita Iztapalapa - Tulipan,Calz. Ermita Iztapalapa - Periférico,00:02:08
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,Calz. Ermita Iztapalapa - Vocacional No. 7,Calz. Ermita Iztapalapa - Palmitas,00:00:52
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,Calz. Ermita Iztapalapa - Zacapexco,Calz. Ermita Iztapalapa - Vocacional No. 7,00:01:58
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,Octavio Senties - Aldama,Octavio Senties - Carril Calle 8,00:00:19
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,Octavio Senties - Aldama,Octavio Senties - Retama (Reforma),00:00:13
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,Octavio Senties - Carril Calle 8,Octavio Senties - Eje 6 Sur Av. de las Torres,00:00:19
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,Octavio Senties - Eje 5 Sur Av. de las Torres,Octavio Senties - Tonatico Calle 6,00:00:21
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,Octavio Senties - Eje 6 Sur Av. de las Torres,Calz. Ermita Iztapalapa - Eje 6 Sur,00:02:04
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,Octavio Senties - Fresno (Sauces),CaNada - Encino (Alcanfor),00:00:18
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,Octavio Senties - Retama (Reforma),Octavio Senties - Aldama,00:00:15
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,Octavio Senties - Retama (Reforma),Octavio Senties - Fresno (Sauces),00:00:18
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,Octavio Senties - Tonatico Calle 6,Octavio Senties - Aldama,00:00:16
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Ampliación Santiago,161,Tulipan - CaNada (Hank González),Av. Carlos Hank González - Temazcal,00:00:35
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Palmas,161-C,C. C. Constitución de 1917 - Calz. Ermita Iztapalapa Entre Hortencia y Periferico,Calz. Ermita Iztapalapa - Manto,00:04:10
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Palmas,161-C,C. C. Palmas - Margaritas,Camino a Minas - Sta. Cruz,00:00:17
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Palmas,161-C,Calz. Ermita - Luis Cabrera,Calz. Ermita Iztapalapa - González Camarena,00:00:15
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Palmas,161-C,Calz. Ermita - Prof. Mariles,Calz. Ermita Iztapalapa - Tulipan,00:01:51
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Palmas,161-C,Calz. Ermita Iztapalapa - Altamirano,Calz. Ermita Iztapalapa - Guadalupe Victoria,00:01:58
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Palmas,161-C,Calz. Ermita Iztapalapa - Calle 17,Calz. Ermita Iztapalapa - Calle 39,00:02:26
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Palmas,161-C,Calz. Ermita Iztapalapa - Calle 39,Calz. Ermita Iztapalapa - Calle 55,00:01:47
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Palmas,161-C,Calz. Ermita Iztapalapa - Calle 55,Calz. Ermita Iztapalapa - Calle 71,00:01:55
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Palmas,161-C,Calz. Ermita Iztapalapa - Calle 71,Calz. Ermita - Luis Cabrera,00:01:52
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Palmas,161-C,Calz. Ermita Iztapalapa - Camino a Minas,Camino a las Minas - Tejocote,00:02:04
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Palmas,161-C,Calz. Ermita Iztapalapa - Cuitlahuac,Calz. Ermita Iztapalapa - Matamoros,00:02:20
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Palmas,161-C,Calz. Ermita Iztapalapa - El Llano,Calz. Ermita Iztapalapa - Tinacos,00:02:04
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Palmas,161-C,Calz. Ermita Iztapalapa - González Camarena,Calz. Ermita Iztapalapa - Profesor Mariles (2 de Abril),00:00:24
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Palmas,161-C,Calz. Ermita Iztapalapa - Guadalupe Victoria,Calz. Ermita Iztapalapa - Cuitlahuac,00:01:44
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Palmas,161-C,Calz. Ermita Iztapalapa - Hotel Pegaso (Hidalgo),Calz. Ermita Iztapalapa - Altamirano,00:00:42
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Palmas,161-C,Calz. Ermita Iztapalapa - Jalisco,Calz. Ermita Iztapalapa - El Llano,00:01:49
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Palmas,161-C,Calz. Ermita Iztapalapa - Manto,Calz. Ermita Iztapalapa - Manuel Acuña,00:02:36
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Palmas,161-C,Calz. Ermita Iztapalapa - Manuel Acuña,Calz. Ermita Iztapalapa - Hotel Pegaso (Hidalgo),00:02:40
Red de Transporte de Pasajeros,Metro Constitución de 1917 - Palmas,161-C,Calz. Ermita Iztapalapa - Matamoros,Calz. Ermita Iztapalapa - Pozos,00:01:04
