agency_name,route_long_name,route_short_name,origin_stop,destiny_stop,time_of_journey
Cablebus,Constitución de 1917 a Santa Marta,2,Constitución de 1917,Quetzalcóatl,00:09:09
Cablebus,Constitución de 1917 a Santa Marta,2,Las Torres Buenavista,Quetzalcóatl,00:04:40
Cablebus,Constitución de 1917 a Santa Marta,2,Las Torres Buenavista,Xalpa,00:04:21
Cablebus,Constitución de 1917 a Santa Marta,2,Lomas de la Estancia,San Miguel Teotongo,00:06:46
Cablebus,Constitución de 1917 a Santa Marta,2,Lomas de la Estancia,Xalpa,00:04:05
Cablebus,Constitución de 1917 a Santa Marta,2,Quetzalcóatl,Constitución de 1917,00:09:09
Cablebus,Constitución de 1917 a Santa Marta,2,Quetzalcóatl,Las Torres Buenavista,00:04:40
Cablebus,Constitución de 1917 a Santa Marta,2,San Miguel Teotongo,Lomas de la Estancia,00:06:46
Cablebus,Constitución de 1917 a Santa Marta,2,San Miguel Teotongo,Santa Marta,00:06:09
Cablebus,Constitución de 1917 a Santa Marta,2,Santa Marta,San Miguel Teotongo,00:06:09
Cablebus,Constitución de 1917 a Santa Marta,2,Xalpa,Las Torres Buenavista,00:04:21
Cablebus,Constitución de 1917 a Santa Marta,2,Xalpa,Lomas de la Estancia,00:04:05
Cablebus,Cuautepec/Tlalpexco a Indios Verdes,1,Campos Revolución,Cuautepec,00:07:37
Cablebus,Cuautepec/Tlalpexco a Indios Verdes,1,Campos Revolución,La Pastora,00:05:24
Cablebus,Cuautepec/Tlalpexco a Indios Verdes,1,Campos Revolución,Tlalpexco,00:06:16
Cablebus,Cuautepec/Tlalpexco a Indios Verdes,1,Cuautepec,Campos Revolución,00:07:37
Cablebus,Cuautepec/Tlalpexco a Indios Verdes,1,Indios Verdes,Santa María Ticomán,00:07:33
Cablebus,Cuautepec/Tlalpexco a Indios Verdes,1,La Pastora,Campos Revolución,00:05:24
Cablebus,Cuautepec/Tlalpexco a Indios Verdes,1,La Pastora,Santa María Ticomán,00:07:07
Cablebus,Cuautepec/Tlalpexco a Indios Verdes,1,Santa María Ticomán,Indios Verdes,00:07:33
Cablebus,Cuautepec/Tlalpexco a Indios Verdes,1,Santa María Ticomán,La Pastora,00:07:07
Cablebus,Cuautepec/Tlalpexco a Indios Verdes,1,Tlalpexco,Campos Revolución,00:06:16
Cablebus,Los Pinos/Constituyentes a Vasco de Quiroga,3,Charrería,PARCUR/Colegio de Arquitectos,00:04:05
Cablebus,Los Pinos/Constituyentes a Vasco de Quiroga,3,Charrería,Panteón Dolores,00:04:05
Cablebus,Los Pinos/Constituyentes a Vasco de Quiroga,3,Cineteca Nacional/Bodega de Arte,PARCUR/Colegio de Arquitectos,00:04:05
Cablebus,Los Pinos/Constituyentes a Vasco de Quiroga,3,Cineteca Nacional/Bodega de Arte,Vasco de Quiroga,00:04:05
Cablebus,Los Pinos/Constituyentes a Vasco de Quiroga,3,Los Pinos Constituyentes,Panteón Dolores,00:04:05
Cablebus,Los Pinos/Constituyentes a Vasco de Quiroga,3,PARCUR/Colegio de Arquitectos,Charrería,00:04:05
Cablebus,Los Pinos/Constituyentes a Vasco de Quiroga,3,PARCUR/Colegio de Arquitectos,Cineteca Nacional/Bodega de Arte,00:04:05
Cablebus,Los Pinos/Constituyentes a Vasco de Quiroga,3,Panteón Dolores,Charrería,00:04:05
Cablebus,Los Pinos/Constituyentes a Vasco de Quiroga,3,Panteón Dolores,Los Pinos Constituyentes,00:04:05
Cablebus,Los Pinos/Constituyentes a Vasco de Quiroga,3,Vasco de Quiroga,Cineteca Nacional/Bodega de Arte,00:04:05
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Blvd. Manuel Avila C. e Ingenieros Militares,Blvd. Manuel Avila C. y Reyes Espinola,00:02:48
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Blvd. Manuel Avila C. y Antonio Velázquez,Blvd. Manuel Avila C. y Parque de Chapultepec,00:00:30
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Blvd. Manuel Avila C. y Av. Conscripto,Blvd. Manuel Avila C. y Calz. Legaria,00:01:26
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Blvd. Manuel Avila C. y Av. Ejército Nacional,Blvd. Manuel Avila C. y Legaria,00:01:26
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Blvd. Manuel Avila C. y Av. de Horacio,Blvd. Manuel Avila C. y Homero,00:00:40
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Blvd. Manuel Avila C. y Calle 3,Blvd. Manuel Avila C. y Las Torres y 1 de Mayo,00:01:53
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Blvd. Manuel Avila C. y Calz. Legaria,Blvd. Manuel Avila C. y Ejército Nacional,00:01:31
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Blvd. Manuel Avila C. y Campos Eliseos,Blvd. Manuel Avila C. y Priv. de Horacio,00:01:28
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Blvd. Manuel Avila C. y Ejército Nacional,Blvd. Manuel Avila C. y García Conde,00:01:46
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Blvd. Manuel Avila C. y García Conde,Blvd. Manuel Avila C. y San Isidro,00:00:59
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Blvd. Manuel Avila C. y Homero,Blvd. Manuel Avila C. y Av. Ejército Nacional,00:00:50
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Blvd. Manuel Avila C. y Las Torres y 1 de Mayo,Blvd. Manuel Avila C. y Nuevo México,00:01:12
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Blvd. Manuel Avila C. y Legaria,Blvd. Manuel Avila C. e Ingenieros Militares,00:01:08
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Blvd. Manuel Avila C. y Lomas Plaza,Blvd. Manuel Avila C. y Met Life,00:00:22
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Blvd. Manuel Avila C. y Met Life,Paseo de la Reforma y Prado Norte,00:01:51
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Blvd. Manuel Avila C. y Monte Elbruz,Blvd. Manuel Avila C. y Campos Eliseos,00:01:06
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Blvd. Manuel Avila C. y Nuevo México,Blvd. Manuel Avila C. y Parque de Chapultepec,00:04:20
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Blvd. Manuel Avila C. y Parque de Chapultepec,Blvd. Manuel Avila C. y Calle 3,00:04:04
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Blvd. Manuel Avila C. y Parque de Chapultepec,Blvd. Manuel Avila Camacho y Centro Israelita,00:00:52
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Blvd. Manuel Avila C. y Paseo de las Palmas,Blvd. Manuel Avila C. y Lomas Plaza,00:00:20
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Blvd. Manuel Avila C. y Priv. de Horacio,Blvd. Manuel Avila C. y Av. de Horacio,00:01:08
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Blvd. Manuel Avila C. y Reyes Espinola,Blvd. Manuel Avila C. y Antonio Velázquez,00:01:02
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Blvd. Manuel Avila C. y San Isidro,Blvd. Manuel Avila C. y Paseo de las Palmas,00:02:15
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Blvd. Manuel Avila Camacho y Centro Israelita,Blvd. Manuel Avila C. y Av. Conscripto,00:02:54
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,CETRAM Chapultepec (base),Tolstoi y Mariano Escobedo,00:03:16
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Paseo de la Reforma y Anatole France,Paseo de la Reforma y Auditorio Nacional,00:01:43
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Paseo de la Reforma y Auditorio Nacional,Paseo de la Reforma y Zoológico,00:01:12
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Paseo de la Reforma y Auditorio Nacional I,Paseo de la Reforma y Auditorio Nacional II,00:00:27
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Paseo de la Reforma y Auditorio Nacional II,Paseo de la Reforma y Julio Verne,00:01:15
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Paseo de la Reforma y Av. Gruta,Paseo de la Reforma y Gandhi,00:01:52
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Paseo de la Reforma y Av. Grutas,Paseo de la Reforma y Museo de Antropología II,00:01:39
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Paseo de la Reforma y Fuente de Petroleos,Blvd. Manuel Avila C. y Monte Elbruz,00:01:31
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Paseo de la Reforma y Gandhi,CETRAM Chapultepec (base),00:03:09
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Paseo de la Reforma y Jardines de Libano,Paseo de la Reforma y Fuente de Petroleos,00:00:41
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Paseo de la Reforma y Julio Verne,Paseo de la Reforma y Jardines de Libano,00:01:18
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Paseo de la Reforma y Museo de Antropología II,Paseo de la Reforma y Rubén Darío,00:01:11
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Paseo de la Reforma y Prado Norte,Paseo de la Reforma y Prados Sur,00:01:27
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Paseo de la Reforma y Prados Sur,Paseo de la Reforma y Anatole France,00:06:04
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Paseo de la Reforma y Rubén Darío,Paseo de la Reforma y Auditorio Nacional I,00:00:25
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Paseo de la Reforma y Zoológico,Paseo de la Reforma y Zoológico 2,00:00:55
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Paseo de la Reforma y Zoológico 2,Paseo de la Reforma y Av. Gruta,00:00:59
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Tolstoi y Mariano Escobedo,Paseo de la Reforma y Av. Grutas,00:02:22
Corredores Concesionados,Alameda Oriente - Constitución,4A,Base Alameda Oriente,Bordo - Periférico,00:00:22
Corredores Concesionados,Alameda Oriente - Constitución,4A,Base Cetram Constitución,Periférico - Vasco de Quiroga,00:05:05
Corredores Concesionados,Alameda Oriente - Constitución,4A,Bordo - Periférico,Periférico - Prosperidad,00:04:46
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - 5 de Mayo,Periférico - Candido Aguilar,00:04:34
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Av. Bordo,Base Alameda Oriente,00:08:04
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Av. Chimalhuacan,Periférico - Av. Bordo,00:03:33
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Av. Pantitlan,Periférico - Av. Chimalhuacan,00:04:03
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Av. Pantitlán,Periférico - Clínica 35,00:02:11
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Bachilleres,Periférico - Soto y Gama,00:00:44
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - CCH,Periférico - Sur 30,00:01:25
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - CETIS 153,Periférico - Leyes de Reforma,00:01:04
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Calle 3,Periférico - Soto y Gama,00:01:29
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Canal de Tezontle,Periférico - Universidad,00:01:24
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Candido Aguilar,Periférico - Revolución Social,00:01:38
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Clínica 35,Periférico - Mercado San Juan,00:02:50
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Contel,Periférico - Eje 6 Sur,00:01:27
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Eje 6 Sur,Periférico - Bachilleres,00:00:52
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Hilario Medina,Periférico - Porfirio Castillo,00:00:51
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Home Mark,Periférico - Canal de Tezontle,00:01:26
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Leyes de Reforma,Periférico - Home Mark,00:01:18
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Leyes de Reforma,Periférico - Policia Federal,00:01:49
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Luis Mendez,Periférico - Michoacan,00:01:13
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Mercado San Juan,Periférico - Tepalcates,00:04:23
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Mercado San Juan,Periférico - Valsequillo,00:01:44
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Michoacan,Periférico - Price Shoes,00:02:06
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Oaxaca,Periférico - Av. Pantitlan,00:02:14
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Policia Federal,Periférico - Contel,00:02:27
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Porfirio Castillo,Base Constitución,00:06:39
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Price Shoes,Periférico - Telecomunicaciones,00:01:21
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Prosperidad,Periférico - Av. Pantitlán,00:02:50
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Registro Civil,Periférico - Hilario Medina,00:01:50
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Revolución Social,Periférico - Calle 3,00:01:06
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Soto y Gama,Periférico - Registro Civil,00:01:43
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Soto y Gama,Periférico - Unidad Vicente Guerrero,00:00:58
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Sur 30,Periférico - CETIS 153,00:01:45
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Telecomunicaciones,Periférico - Leyes de Reforma,00:01:01
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Tepalcates,Periférico - CCH,00:01:24
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Tepalcates,Periférico - Zaragoza,00:02:25
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Unidad Vicente Guerrero,Periférico - Luis Mendez,00:00:40
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Universidad,Periférico - Tepalcates,00:01:26
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Valsequillo,Periférico - Oaxaca,00:00:49
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Vasco de Quiroga,Periférico - 5 de Mayo,00:00:51
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Zaragoza,Periférico - Mercado San Juan,00:02:17
Corredores Concesionados,Allende - Izazaga,17E,Base Nezahulacoyotl - José María Pino Suárez,San Antonio Abad - Lorenzo Boturini,00:02:47
Corredores Concesionados,Allende - Izazaga,17E,San Antionio Abad - José T. Cuellar,San Antonio Abad - María Roa Bárcenas,00:00:57
Corredores Concesionados,Allende - Izazaga,17E,San Antonio Abad - 24 Batallón de Policia Militar,San Antonio Abad - Chabacano,00:01:11
Corredores Concesionados,Allende - Izazaga,17E,San Antonio Abad - Chabacano,San Antonio Abad - Metro Chabacano,00:00:41
Corredores Concesionados,Allende - Izazaga,17E,San Antonio Abad - Diagonal Fray Servando,Base Nezahualcoyotl-José María Pino Suárez,00:00:36
Corredores Concesionados,Allende - Izazaga,17E,San Antonio Abad - Fernando de Alva Ixtlilxocitl,San Antonio Abad - Diagonal Fray Servando,00:01:59
Corredores Concesionados,Allende - Izazaga,17E,San Antonio Abad - Gutiérrez Nájera,San Antionio Abad - José T. Cuellar,00:00:38
Corredores Concesionados,Allende - Izazaga,17E,San Antonio Abad - Juan A. Mateos,San Antonio Abad - Metro Chabacano,00:00:31
Corredores Concesionados,Allende - Izazaga,17E,San Antonio Abad - Juan Hernández y Dávalos,San Antonio Abad - Toribio Medina,00:00:33
Corredores Concesionados,Allende - Izazaga,17E,San Antonio Abad - Lorenzo Boturini,San Antonio Abad - Fernando de Alva Ixtlilxocitl,00:00:37
Corredores Concesionados,Allende - Izazaga,17E,San Antonio Abad - Lorenzo Boturini,San Antonio Abad - Manuel M. Flores,00:00:48
Corredores Concesionados,Allende - Izazaga,17E,San Antonio Abad - Manuel M. Flores,San Antonio Abad - Metro San Antonio Abad,00:00:09
Corredores Concesionados,Allende - Izazaga,17E,San Antonio Abad - María Roa Bárcenas,San Antonio Abad - Juan A. Mateos,00:00:27
Corredores Concesionados,Allende - Izazaga,17E,San Antonio Abad - Metro Chabacano,San Antonio Abad - Torquemada,00:00:15
Corredores Concesionados,Allende - Izazaga,17E,San Antonio Abad - Metro Chabacano,Tlalpan y Av. del Taller,00:01:30
Corredores Concesionados,Allende - Izazaga,17E,San Antonio Abad - Metro San Antonio Abad,San Antonio Abad - Gutiérrez Nájera,00:00:17
Corredores Concesionados,Allende - Izazaga,17E,San Antonio Abad - Metro San Antonio Abad,San Antonio Abad - Lorenzo Boturini,00:00:39
Corredores Concesionados,Allende - Izazaga,17E,San Antonio Abad - Toribio Medina,Tlalpan - Metro Viaducto,00:01:36
Corredores Concesionados,Allende - Izazaga,17E,San Antonio Abad - Torquemada,San Antonio Abad - Juan Hernández y Dávalos,00:01:01
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan  - Giros Postales,Tlalpan - Ahorro Postal,00:00:17
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - 1ro de Mayo,Tlalpan - Metro Villa de Cortes,00:02:15
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Ahorro Postal,Tlalpan - Metro Villa de Cortes,00:00:18
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - América,Tlalpan - San Andrés,00:00:17
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Antonio Rodríguez,Tlalpan - Ing. Pascual O. Rubio,00:00:36
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - BretaNa,Tlalpan - Zacahuitzco,00:00:44
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - CFE y Deportivo,Tlalpan y Glorieta Huipulco,00:00:05
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Calle G,Tlalpan - Las Torres,00:00:30
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Calz. México-Xochimilco,Tlalpan - San Juan Bosco,00:00:27
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Chimalcoyotl,Tlalpan - Coapa,00:00:59
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Ciudad Jardín,Tlalpan - Galvez y Fuentes,00:00:46
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Clínica 10,Tlalpan - Ramos Millán,00:01:02
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Coapa,Tlalpan y San Fernando,00:00:26
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Cuenca,Tlalpan - Unión Postal,00:00:43
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Cádiz,Tlalpan - Toledo,00:01:22
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - División del Norte,Tlalpan - Registro Federal,00:00:47
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Eje 4 Sur Xola,Tlalpan - Cuenca,00:00:36
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Eje 6 Sur Cumbres de Maltrata,Tlalpan - Antonio Rodríguez,00:00:39
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Emiliano Zapata,Tlalpan - Municipio Libre,00:01:35
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Emiliano Zapata,Tlalpan - Repúblicas,00:00:40
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Ermita,Tlalpan - Metro Ermita Linea 12,00:00:28
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Estadio Azteca,Tlalpan - Tlamanalco,00:01:37
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Fray Pedro de Gante,Tlalpan - Periferico,00:00:42
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Galvez y Fuentes,Tlalpan - Calle G,00:00:52
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Glorieta de Huipulco,Tlalpan - Estadio Azteca,00:01:39
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Huipulco,Tlalpan - Calz. México-Xochimilco,00:01:07
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Huipulco,Tlalpan y Periférico,00:00:13
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Héroes del 47,Tlalpan - Mártires Irlandeses,00:00:27
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - ICEL,Tlalpan - Tezozomoc,00:00:26
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - IMSS Sindicato,Tlalpan - Metro General Anaya,00:00:47
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Ing. Pascual O. Rubio,Tlalpan - San Simón,00:00:23
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Juárez,Tlalpan - División del Norte,00:00:30
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - La Virgen,Tlalpan - Ciudad Jardín,00:01:19
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Lago,Tlalpan - Metro Nativitas,00:00:11
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Las Torres,Tlalpan - Puerto Rico,00:02:33
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Libertad,Tlalpan - Santa Cruz,00:00:41
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Metro Ermita Linea 12,Tlalpan - Metro Ermita Linea 2,00:00:55
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Metro Ermita Linea 2,Tlalpan - de los Montes,00:00:43
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Metro Ermita Línea 2,Tlalpan - Popocatepetl y Eje 8 Sur,00:00:34
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Metro General Anaya,Tlalpan - Héroes del 47,00:01:03
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Metro General Anaya,Tlalpan - Río Churubusco,00:01:13
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Metro Nativitas,Tlalpan - 1ro de Mayo,00:01:28
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Metro Nativitas,Tlalpan - Eje 6 Sur Cumbres de Maltrata,00:01:06
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Metro Portales,Tlalpan - BretaNa,00:01:56
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Metro Portales,Tlalpan - Municipio Libre,00:00:39
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Metro Viaducto,San Antonio Abad - 24 Batallón de Policia Militar,00:01:50
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Metro Viaducto,Tlalpan - Segovia,00:00:17
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Metro Villa de Cortes,Tlalpan - Clínica 10,00:00:56
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Metro Villa de Cortes,Tlalpan - Santiago,00:01:29
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Metro Xola,Tlalpan - Eje 4 Sur Xola,00:00:14
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Metro Xola,Tlalpan - Santa Anita,00:01:37
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Miguel Ángel de Quevedo,Tlalpan y las Torres,00:01:03
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Morelos,Tlalpan - Lago,00:00:37
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Municipio Libre,Tlalpan - Emiliano Zapata,00:01:38
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Municipio Libre,Tlalpan - Suiza,00:00:15
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Mártires Irlandeses,Tlalpan - América,00:01:19
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Nadadores,Tlalpan - Metro General Anaya,00:01:25
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Napoleon,Tlalpan - Metro Xola,00:00:34
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Nezahualpilli,Tlalpan - Xotepingo,00:01:51
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Patinadores,Tlalpan - Nadadores,00:00:30
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Periferico,Tlalpan - Huipulco,00:00:48
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Popocatepetl y Eje 8 Sur,Tlalpan - Vista Hermosa,00:00:33
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Puerto Rico,Tlalpan - Patinadores,00:00:42
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Ramos Millán,Tlalpan - Metro Nativitas,00:01:17
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Registro Federal,Tlalpan - ICEL,00:01:43
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Renato Leduc,Tlalpan y Apatlaco,00:00:29
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Repúblicas,Tlalpan - Metro Ermita Línea 2,00:00:40
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Río Churubusco,Tlalpan - Ermita,00:01:12
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - San Andrés,Tlalpan - Miguel Ángel de Quevedo,00:00:41
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - San Fernando,Tlalpan - San Fernando Cent.,00:00:56
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - San Fernando Cent.,Tlalpan - San Fernando Izq. INER,00:00:07
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - San Fernando Izq. INER,Tlalpan - Fray Pedro de Gante,00:01:17
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - San Juan Bosco,Tlalpan - Glorieta de Huipulco,00:00:36
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - San Simón,Tlalpan - Libertad,00:00:32
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Santa Anita,Tlalpan - Metro Viaducto,00:00:45
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Santa Cruz,Tlalpan - Metro Portales,00:00:15
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Santiago,Tlalpan - Napoleon,00:00:55
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Segovia,Tlalpan - Cádiz,00:00:33
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Suiza,Tlalpan - Metro Portales,00:00:29
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Textitlan,Tlalpan - Juárez,00:00:23
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Tezozomoc,Tlalpan - Nezahualpilli,00:00:24
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Tlamanalco,Tlapan - El Vergel,00:01:07
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Toledo,Tlalpan - Metro Xola,00:00:20
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Tren Ligero Las Torres,Tlalpan y las Rosas,00:00:41
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - UVM,Tlalpan - Textitlan,00:01:25
